event_id,name,url,start_time,start_date,end_time,end_date,duration,venue_name,venue_address,longitude,latitude,summary,is_online_event,tickets_url,tags,data_source,image,age_range,min_age,max_age
000000000021,Aquadiver Platja d'Aro,https://www.aquadiver.com/,,,,,,,,3.0639,41.8256,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/educacion_l4vmvo.jpg,,,
000000000065,Parque de Atracciones de Zaragoza,https://www.atraczaragoza.com/,,,,,,,,-0.9278,41.6348,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470387/deporte_iih54j.jpg,,,
000000000067,Terra Mítica,https://www.terramiticapark.com/,,,,,,,,-0.1468,38.5636,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470387/deporte_iih54j.jpg,,,
000000000069,Aquarium de Barcelona,https://www.aquariumbcn.com/,,,,,,,,2.185,41.3761,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470387/deporte_iih54j.jpg,,,
000000000070,Ferrari Land PortAventura,https://www.portaventuraworld.com/parques/ferrari-land,,,,,,,,1.1523,41.0875,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470387/deporte_iih54j.jpg,,,
000000000072,Aqualand el Arenal,https://www.aqualand.es/elarenal/,,,,,,,,2.738,39.5082,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470387/salud_jny2bg.jpg,,,
000000000073,Warner Beach,https://www.parquewarnerbeach.com/,,,,,,,,-3.5917,40.2307,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470387/salud_jny2bg.jpg,,,
000000000075,Mortenostrum Scream Park,https://mortenostrum.com/,,,,,,,,-0.4062,39.4982,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470387/salud_jny2bg.jpg,,,
000000000077,Aquarock Menorca,https://www.aquarock-menorca.com/,,,,,,,,3.8408,39.9893,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470387/salud_jny2bg.jpg,,,
000000000078,Aqua Park Costa Teguise,https://aquaparklanzarote.es/,,,,,,,,-13.514,28.9983,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470387/salud_jny2bg.jpg,,,
100000000005,Cinesa As Cancelas,,,,,,,,"Centro Comercial As Cancelas
Avenida Do Camiño Francés 3 15703 Santiago De Compostela",NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000006,Multicines Compostela,,,,,,,,"Rua Ramón Piñeiro, nº 2 15702 Santiago De Compostela",-8.5410871,42.8729294,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000008,Cine Duplex,,,,,,,,"Travesía de Moreno, 18 15403 Ferrol",NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000010,Barbanza Multicines,,,,,,,,Avenida de La Coruña s/n 15960 Ribeira,NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000012,Odeon Multicines Narón,,,,,,,,Centro Comercial Dolce Vita Odéon - Pol. de la Gándara s/n 15570 Narón,NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000013,Yelmo Cines Boulevard,,,,,,,,Centro Comercial El Boulevard C. Zaramaga 1 01013 Vitoria,-2.6681855,42.8620487,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000015,Cines Guridi,,,,,,,,"Calle San Prudencio, 6 01005 Vitoria",-2.6733749,42.8440554,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000016,Cine Municipal Llodio,,,,,,,,"Zuin
Herriko Plaza 8 01400 Llodio",NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000018,Yelmo Cines Imaginalia,,,,,,,,Centro Comercial Imaginalia Polígono Campollano 02006 Albacete,NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000020,Gran Teatro de Villarrobledo,,,,,,,,"Calle de la Virgen, 3 Villarrobledo 02600 Albacete",-2.6052007,39.2715562,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000022,Cinebox Plaza Mar 2,,,,,,,,"Avenida de Denia, 1 03016 Alicante",-0.4650541,38.3616795,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000023,Kinépolis Alicante,,,,,,,,Centro Comercial Plaza Mar 2 03016 Alicante,-0.471515,38.3545032,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000025,Cines Panoramis,,,,,,,,"Muelle de Poniente, 6 - Centro de Ocio Panoramis 03001 Alicante",NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000003,Yelmo Cines Espacio Coruña,,,,,,,,Centro Comercial Espacio Coruña Parcela PIII 17 - Sector S-7 Recinto Ferial - Lu 15008 A Coruña,NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000031,Cine La Esperanza,,,,,,,,"Calle Ramón y Cajal, 12 03690 San Vicente del Raspeig",-0.5270685,38.3978871,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000032,Cine Horadada,,,,,,,,"Av. de las Villas, 20 03191 Marina",NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000034,Cine Club Xábia,,,,,,,,"C/ Cristo del Mar, s/n 03730 Jávea",NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000035,Cine Jayan,,,,,,,,Puerto de Javea s/n 03730 Jávea,NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000037,Cine de Verano Cabo Roig,,,,,,,,"Calle el Mistral, 8 03300 C/ Obispo Oliver, 2",NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000039,Cines Colci Rincón,,,,,,,,Avenida Zamora s/n 03500 Benidorm,NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000041,CinesMax 3D Petrer,,,,,,,,"Avenida del Guirney, 8/10 03610 Petrer",NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000042,Colci Suyma,,,,,,,,"Calle la Nucía, 2 03509 Finestrat",NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000045,Cines Odeón,,,,,,,,"Carrer Juan Ramón Jiménez, 18 3295 Maitino",NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000046,Cine Club Villena,,,,,,,,"Casa de la Cultura
Plaza Santiago 7  03400 Villena",NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000047,Cine Calp,,,,,,,,Avenida Masnou 1 03710 Calpe,NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000049,Autocine El Sur,,,,,,,,"Camino Mahones, S/N 03110 Mutxamel",NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000051,Cines La Villa,,,,,,,,"Calle del Maestro Quico Serrano, S/N 03570 Villajoyosa",NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000053,Multicines El Altet,,,,,,,,"Planta de Ocio
Centro Comercial L'Altet - Autovía Alcoy 03820 Cocentaina",NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000054,Cine Imf Torrevieja,,,,,,,,Poligono San Jose S/10 03180 Torrevieja,NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000056,Cines Axion de Alcoy,,,,,,,,Centro Comercial Alzamora - Calle Alzamora 44 03802 Alcoy,NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000058,Abc Elx,,,,,,,,Calle Jacarilla S/N 03205 Elche,NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000060,Yelmo Cines Torrecárdenas,,,,,,,,Local CB4 Centro Comercial Torrecárdenas Avenida Medico Francisco Pérez Company 04009 Almeria,NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000061,Cine Tenis,,,,,,,,"Calle Tenis, s/n 04630 Garrucha",-1.820907,37.1872085,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000063,Cine Albox,,,,,,,,"Calle Rosario, 27 4800 Albox",-2.1473288,37.3876722,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000065,Terraza Aguadulce,,,,,,,,"Calle Virgen del Carmen, 14 4720 Parador Hortichuelas",-2.5678973,36.8170832,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000067,Yelmo Cines Los Prados,,,,,,,,Fernandez Ladred SN Antigua parcela Matadero 33010 Oviedo,NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000068,Cinebox Parque Astur,,,,,,,,Calle El Pedrero s/n 33468 Corvera de Asturias,NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000070,Cine Fantasio Navia,,,,,,,,"Av. de los Emigrantes, 16 33710 Asturias",-6.7249617,43.537857,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000072,Cinesa Parque Principado,,,,,,,,"Centro comercial Parque Principado
Autovía Ruta de la Plata Km. 4 5 33429 Siero",NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000073,Cine Blasco,,,,,,,,"Calle Dr. Pedro Cifuentes, 1 05420 Fuente De La Salud",NaN,NaN,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000075,Cine Candeleda,,,,,,,,"Calle Cañada, 12 5480 Candeleda",-5.2449488,40.1525194,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000077,Cine Arenas,,,,,,,,"Calle Sorpresa, 6 5400 Arenas De San Pedro",-5.0891721,40.2094097,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000079,mk2 Cinesur Conquistadores,,,,,,,,Elvas s/n 06006 Badajoz,-6.9944515,38.8831396,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
100000000029,Cine Navas,,,,,,,,"Calle Las Navas, 37 03001 Alicante",-0.5257624,38.4000571,,,,Cine,cinemas_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/jake-hills-23LET4Hxj_U-unsplash_xt11ud.jpg,,,
000000000024,Macabre Scream Park,https://www.macabrescreampark.com/,,,,,,,,-0.3763,39.4699,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/educacion_l4vmvo.jpg,,,
000000000026,Sendaviva,https://www.sendaviva.com/,,,,,,,,-1.598,42.176,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/educacion_l4vmvo.jpg,,,
000000000028,Dinópolis Teruel,https://www.dinopolis.com/,,,,,,,,-1.106,40.33,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/educacion_l4vmvo.jpg,,,
000000000031,Marineland Catalunya,https://www.marineland.es/,,,,,,,,2.7534,41.6608,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/educacion_l4vmvo.jpg,,,
000000000033,AquaTropic,https://www.aquatropic.com/,,,,,,,,-3.7,36.732,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470423/educacion_l4vmvo.jpg,,,
000000000036,Parque Warner Madrid,https://www.parquewarner.com/,,,,,,,,-3.5943,40.2317,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470387/main_lvo4bq.jpg,,,
000000000038,PortAventura,https://www.portaventuraworld.com/,,,,,,,,1.154,41.087,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470387/main_lvo4bq.jpg,,,
000000000041,Oasys MiniHollywood,https://www.oasysparquetematico.com/,,,,,,,,-2.433,37.001,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470387/main_lvo4bq.jpg,,,
000000000043,Aquavera,https://www.aquavera.com/,,,,,,,,-1.823,37.234,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470387/main_lvo4bq.jpg,,,
000000000046,PortAventura Caribe Aquatic Park,https://www.portaventuraworld.com/parques/caribe-aquatic-park,,,,,,,,1.15,41.088,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470387/main_lvo4bq.jpg,,,
000000000048,Parque de Atracciones Madrid,https://www.parquedeatracciones.es/,,,,,,,,-3.7312,40.4091,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470387/main_lvo4bq.jpg,,,
000000000051,Aquópolis Villanueva de la Cañada,https://www.aquopolis.es/madrid/,,,,,,,,-3.9991,40.4474,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470387/salud_jny2bg.jpg,,,
000000000054,Selwo Aventura,https://www.selwo.es/,,,,,,,,-5.0492,36.4896,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470387/salud_jny2bg.jpg,,,
000000000056,Guadalpark Sevilla (Aquópolis),https://www.aquopolis.es/sevilla/,,,,,,,,-5.9304,37.3891,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470387/salud_jny2bg.jpg,,,
000000000059,Aquópolis Cullera,https://www.aquopolis.es/cullera/,,,,,,,,-0.2483,39.1645,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470387/salud_jny2bg.jpg,,,
000000000064,Pola Park,https://www.polapark.com/,,,,,,,,-0.5531,38.191,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470387/deporte_iih54j.jpg,,,
000000000066,Zoo de Barcelona,https://www.zoobarcelona.cat/,,,,,,,,2.1925,41.3884,,,,Ocio,parks_list,https://res.cloudinary.com/doll2vtjc/image/upload/v1746470387/deporte_iih54j.jpg,,,
